,MKI67,PCNA,TOP2A,TP53,PIK3CA,MYC,EPCAM,KRT8,KRT18,VIM,SNAI1,TWIST1,CDH2,COL1A1,COL3A1,ACTA2,FAP,CD3D,CD3E,CD8A,CD4,FOXP3,CD68,CD163,HIF1A,CA9,VEGFA,AKT1,MTOR,ABCB1,BCL2L1
SPOT_00_00,56.67960497343687,19.499770418385335,8.578273940362656,20.999939055332455,121.47705779594958,101.50036917887545,7.363352920250345,33.67921876608468,29.258531798505505,0.9798274758846192,3.78653487855142,30.314545360567298,137.69503431401526,15.78687498140768,10.68970257358564,17.29465604128306,10.504949880553706,13.256068584318058,11.436743588541267,6.2981156063312955,60.88067595224648,3.569098724056818,4.377203234449088,37.41424335538554,525.1229917348138,239.47811503656183,173.39140476992196,10.72351953918164,8.546203289301767,111.18576419797697,20.402719264754577
SPOT_00_01,18.224566243382093,3.999473706757575,71.90970261797366,130.3502717803147,50.68253386754523,8.454061816179385,15.42762630912964,8.63167768857609,13.64087901583788,102.4930011254271,162.3721509037357,47.36567863983912,8.8066112902567,21.167108657553072,211.7606211130905,20.265545642772803,14.06560441128262,14.300742556330048,46.85008185219177,9.285293958190175,13.459228234324598,112.39252163927308,24.551892182356863,33.02935586267364,1118.734540593704,65.82466971482931,128.72447719415695,17.262749756356328,32.654482547832934,1.619957932095865,9.733220006144666
SPOT_00_02,17.468459831682747,48.16438029799883,46.99993017346859,14.6836098757396,0.963943757857985,11.268043629320594,13.182663735210529,684.2848428920767,10.553946401587083,33.96827584109152,89.44650902382226,82.86160537545533,203.00632509798768,2.762351494375614,2.672870688475197,10.188496080132952,2.4431047178388305,16.32294975092989,7.900630820159665,142.371911201891,9.60982598875297,18.555581387057153,97.46664526651966,3.6369444235495183,15.605226179910886,345.2973505321362,296.5481254333894,59.9190390244121,66.27594866583861,43.6389072862534,5.210216713247393
SPOT_00_03,43.27299612483483,17.119926357258574,4.942593871434255,413.16084305747177,32.19678710179882,4.177860341389092,88.64759495500725,107.24688309770228,43.33485652572095,11.56533366913982,5.245532999360032,27.08098199614199,41.209218831807505,23.98196900477195,191.8089730661699,43.58611554341129,3.1655035627287047,6.311239208334899,65.47622811105256,8.051134015724038,91.03171218384972,65.00593076930697,26.49079295135944,8.28515126253991,20.450763299650664,366.7603658776334,37.01007247536631,6.467463555621979,40.98102633839848,32.82532955199893,4.879217516334031
SPOT_00_04,95.2849030791219,84.2026460249906,64.64647817045294,66.70457399042614,61.39527026179069,8123.66821245921,126.97871875195132,48.62088578017946,7.387864754756233,8.20507229967848,553.126656486357,1.4473775643403934,6.747008610505159,114.33521894272864,8.386806757549618,35.42990511262445,24.334576703844245,9.34722952218122,1.356150067577557,22.267010608555655,3.494670185523237,26.89265984138012,42.339829303428765,53.88053817856391,109.74853453045246,90.76042030762596,40.44298212126593,107.11639998478928,484.5047065075415,76.83768066988392,75.13670799608313
SPOT_00_05,4.6544077330068765,41.399669113453584,41.72992350261941,0.1137329888389691,4.387195211713886,286.87350897553887,1.3938718486425108,190.32831459823905,3.4377473111201184,2.8585790862456464,49.89958405552685,34.92543590699497,13.177364313430449,225.8996635382964,3.566529379022882,25.413567467102915,74.17831944656606,19.01372959419749,7.028399673042437,5.577061289215594,93.47660941514118,103.9840555167007,45.13675467652953,7.876250639558416,108.7174116873276,198.10789942115184,296.40868564243686,67.40183639818366,14.980769124500412,45.43129156785212,103.77943222253371
SPOT_00_06,126.91746932303435,31.45268803849191,51.51850109280368,19.28564745369869,5.076956363041034,417.527464841894,160.2509642745618,92.34665363282409,11.955025414877197,5.966551312414138,80.23387803882416,10.808637159199494,45.36962611943678,5.635952655609316,18.06318475573544,13.49520430401551,6.301142257280388,45.98441021242181,3.2665836618254764,3.827369786871772,9.49410950691848,16.781899411782852,48.32086923149077,17.054246741782137,165.2882287051376,114.6467227143514,397.9776544248942,6.8410297337920145,14.576405930118488,54.601673573002195,17.537959191997018
SPOT_00_07,23.45425808285144,25.588930149711047,55.11815822189948,598.5025412556713,9.679274681319438,453.3158857606606,4.470371379289659,0.9784420613089448,5.734130431724164,29.519139234512352,478.6096975824346,8.007145472086245,60.40911902258122,4.318638170321586,465.3691437576242,190.53116843549435,7.027310368393506,2.4576648245626136,223.3561271428925,16.825086250983,108.14619619194345,27.932589491164016,33.856376017287566,10.56863208398189,452.8161823504108,226.08866000798483,513.020608962799,1.3418602098686865,173.91591898855427,228.24055557392444,35.12595914757028
SPOT_00_08,661.4846537479224,274.574437449361,69.23377279717045,121.3079653386618,95.32865120767556,1.4637984966334878,14.783202290998345,82.24746604999925,342.3569132083936,3.993986992388556,1.6272849564914618,29.738777015549992,1.1137902480668098,14.141600998493637,25.80853293974855,4.5098338378185385,23.210500554666783,61.522422138175415,6.6742331964671795,3.914023060526579,13.13783537548853,3.9947282913476303,224.37891352294892,29.919642914825538,90.73631862624887,364.3973954852669,212.77958321248872,19.570145228762204,8.578319047392112,9.064664862694483,2.1656867789530363
SPOT_00_09,211.69338308941087,52.46543121535418,35.95230242424883,18.61428870173326,3.867570268941402,3.652433260598636,2.126356865742657,5.131666236319773,5.995866268731462,353.69016223481333,81.82721482473727,26.656610309288443,7.47281243100983,3.611805922163058,14.167576651004476,75.00866781636552,569.2210517984348,1.6128433338849928,33.174092895807874,5.650217203077644,8.257078710231228,21.38344467109846,9.308538197703962,22.425288752753044,66.20752426048787,76.81079263644746,735.342036705196,27.16345290209301,52.57821079742402,6.6578694344745735,47.56596306515623
SPOT_00_10,1.168822976307758,26.06921573062168,37.24450754652,1.772496775879926,6.872658475937855,14.876083681576905,74.56229011423534,10.860784891618357,46.973327723668014,173.08320951976887,69.05905532751505,23.594527520494083,54.81248884587989,6.012740879416286,26.720321037925455,23.201730289578844,25.42569716957946,7.813885917826483,45.98327955766779,11.882134691758,71.99567528782725,17.632189848570736,0.988554034639688,3.858031624641202,194.44986282444316,3239.24193093996,911.7969958111124,0.8905747606675022,1.519535601807673,157.13385080526314,78.64800943422709
SPOT_00_11,848.3580270182497,8.206851337075276,7.5930361724507724,30.695614106937935,14.686961168173564,63.22867781640935,13.683050418841672,18.90031284492401,3.2695544945939212,82.93631294784109,6.249464208297184,30.525897549701497,308.3722500526993,1.4577499245013497,298.1104262038715,33.43267168377885,4.486823440296933,30.794254632629595,92.27512983575257,7.18155550332904,49.023903894791346,341.7955855479183,14.461015522892277,7.349335254343914,211.4834438264865,248.26796954414945,1070.3739088475202,22.449183409349153,5.809310450334056,4.964268968118333,2.5908330066435643
SPOT_00_12,3.903455328483684,2.9806153400336837,9.481792085992916,1.5496125577753488,0.5408571543815206,17.360956665760533,179.44129116061345,137.69232072619917,8.540592161829851,6.217074800487637,587.8594386497573,29.83400487933176,20.727824680001884,12.14723010732767,22.140421835451892,5.467907525508263,15.26161753183766,196.101905700979,92.76632844854998,0.6641766752704479,3.025184918629971,6.179773177520521,46.845467533185875,106.1945949926518,489.887198597881,32.20551545779049,107.03020322314794,33.58929099283735,18.614269170203123,16.874327391512736,14.844446051801684
SPOT_00_13,87.63007147811557,27.272680061926103,8.037475837258999,32.82119249933836,4.656494445503182,7.571785943822551,92.66956839021384,2.376887196083975,49.29224520115197,0.7639367856785233,402.9812854691222,13.197434917259102,39.24268205398864,23.982394260138953,14.29590129412208,39.27950561653802,1.2728221526777943,41.88884425588272,16.99807322926368,5.03817356496406,9.610786343959097,22.677315040461053,5.306388226047855,72.23315903492356,335.2284792013407,336.76158615113206,1032.378825372036,1.406548613541952,1.7523804513990526,27.668215749841227,8.111357048389928
SPOT_00_14,6.883005233875179,2.2656242008305765,5.388096830508226,103.5371940272846,56.41805556444209,20.602394920542288,9.176190661150878,28.76501540344216,74.27175222636563,4.374529555944358,24.626827893988064,290.76540982089057,82.04369826000604,11.222281909055871,47.78601957919431,1.2255838438357058,13.382082985617489,57.72926822459342,50.471289624322274,63.24136009384409,57.195068214502946,43.027869667724325,28.312965767324656,31.84808503877768,52.30776716149313,1309.6601548802057,243.06799634247295,81.61550461277577,47.91324644213188,11.040337085664026,6.5664332768789615
SPOT_00_15,16.431088172927,81.21048801129781,4.6533497116379055,156.67955359389222,33.02010074209093,23.893818886098845,43.49545391141307,35.55677534205119,140.24034271904776,9.84975872091845,203.92210164008225,10.314470300080972,239.11526198228356,9.937676232118736,11.266220950650974,2.625262161945974,3.575086904806825,18.33392489072594,36.60726975073494,138.11915000986824,15.326515158763742,6.044727238247787,28.357754678379138,31.05334682460467,460.03173331277054,72.17863837606819,83.0356900369137,4.683053147519486,190.92598187498703,219.964360316076,6.0665054002849
SPOT_00_16,6.904399866149104,58.522673432040904,131.61108151531738,444.86355960658614,12.096654318160285,17.771756679191512,38.73785097017046,37.90188426180489,14.6159272842418,5.010333773780751,12.074476311781345,232.12973343540017,13.57582344672356,30.402532359710943,1280.850458450401,8.350375012739171,46.5866902032936,480.51598691505217,71.53786745362464,157.5272391174246,89.53635629188845,55.16088208858185,114.35602375977314,79.79719748623008,155.95684123260594,305.28889857505584,442.721519586512,12.196402581857138,32.92325041047935,17.790573978871173,73.60219329066457
SPOT_00_17,340.1317246959915,46.44498296849518,195.93090855218313,32.749986995447266,41.526822770179685,8.954167164432409,35.302465451803215,22.551230224334628,8.564911711706651,11.882406388338383,20.17376360642379,270.50715533044945,18.717675922722982,1.6514415829463938,1.044840195680904,2.748979397187942,74.60305255993507,4.643236336624528,52.62748686802394,53.26785148400484,21.427601267138837,3.287566397798218,7.03434341281758,10.845260474849416,283.5076102728473,39.50173821025992,1878.926153450372,46.41115253815544,58.26909956530548,36.151989979756515,85.39733071840823
SPOT_00_18,38.022881036834626,62.08872508288493,5.546655868028462,322.6857499290961,20.35228120580407,10.202335519276485,5.721677642851791,0.7345941210458021,12.189545388490142,0.4557869758936595,90.84485508193694,22.309293558356178,3.7996147653558743,30.225198724506,24.288090364937947,4.620652026376318,12.957319367241926,23.140738753597105,8.037276918490116,4.542837629927546,5.189498082994974,17.039981386352515,6.188537560667798,31.166445472692494,1364.4193463264828,1064.7999072561463,263.7917737846701,11.34550897862716,70.21001495517655,74.45319210886352,150.04637290030547
SPOT_00_19,33.59140908943194,171.6974935117228,16.467446157676356,11.27619683574181,7.601033079184834,55.438145165759074,9.219800033483851,212.34116332541493,62.87903700531608,16.173687384173245,30.86010050595811,20.311626604098738,2.193597970680905,8.94967135398496,201.66756299207927,28.704030489200296,128.7030585087193,154.26994549366438,18.99990122144976,82.0606016352785,1.458725267100207,246.67253240467977,109.32183406258224,31.144134898757574,280.5158031663494,183.61632048041432,1503.343683455287,59.712573873744766,0.3327967215148164,18.63255642637891,3.0873358975244543
SPOT_00_20,3.988578760373142,78.59434827677433,14.982334417061,25.617289507685392,20.51209457074404,4.235748046710334,2.362245693912732,13.86669436195448,6.947360663941846,15.99103531983982,18.120316140483393,642.6162148756531,72.29604806426278,19.1200717592766,20.22664917790874,29.670672093852517,53.49133866872913,19.48886274201575,82.42463841339908,37.29717708413659,320.3580125727964,9.387666204308516,80.79805058585059,5.385895192926032,101.4533947869418,3233.401668208656,984.5021713618474,54.352756156692216,1099.756185667262,21.445383814155228,82.0615236883688
SPOT_00_21,150.1618133306778,153.5397349315594,4.53013599673758,27.19035461448809,45.85915659854854,338.75712721014696,38.987458318189,170.08468604526158,4.3720028527898895,18.418464315644098,106.65195933634956,13.890810253258667,19.370286675987607,212.15382941162795,5.815913520116483,6.09097795729841,1.720382902188463,287.03539677511486,95.70264429429253,97.05322213393468,13.136890196915088,2.9343066712433052,1.9129785271050876,228.7025451071871,564.3486519714639,594.3239246180032,404.07660515036775,6.948552679320796,10.848311315917815,6.459240756202873,4.335076318867017
SPOT_00_22,105.30647020777,1.5999871506152148,3.407587251884383,18.416018693344235,30.926219842709045,1.7918377240114938,2.9289904456823717,41.588768605214355,16.604835543438533,191.50664202147823,34.611035280473054,68.29136536954678,8.465212640054368,7.360859904369029,4.32834376918227,5.984716166649528,16.38214792250116,84.52334651675562,6.778460640618301,364.3034314230233,40.50122353623299,24.201491269482528,25.820405056434396,18.335629821458376,99.10828753475992,27.937559807182264,63.068538903956096,310.8356604045133,39.69431742363901,145.55811723139053,6.631866976859178
SPOT_00_23,4.0751845799792354,13.04647876812289,8.947622774301141,42.79960797854774,2.436080462582559,0.9142844550672812,44.76198704181281,259.0843586567278,22.93521352101478,34.07642347969831,29.12726777263532,16.79985459456022,2.4898802361561145,8.440652916710706,180.67631688036872,6.332414705703893,19.388335267719476,137.56509152884476,30.35040061112395,18.285556574405376,18.215128143552292,33.87070013597282,73.66457442821783,3.947525741550914,36.12727852480543,13.18530653853588,455.56022207156303,55.52346737452714,916.1383657775292,21.743785047543085,25.94527015518015
SPOT_00_24,42.07541281199116,28.47265951086415,11.313975694767064,8.399706658595072,25.993892398336595,28.489624293657837,23.269591047875867,94.18684035047136,19.933287103230995,1.973044758166406,4.602636278432241,10.479111261032791,34.85164863467047,45.076452694000416,22.601716878512995,0.6832329875696204,3.983368722850977,61.777495840033374,8.850218450500433,305.4650154346076,40.49729645254989,9.73635324264774,10.374731497972094,7.801143989914956,321.4920876769679,232.0318788834668,919.7075203039868,2.1805373002968422,2.438907936742176,14.250306409074543,62.45040883975044
SPOT_00_25,34.85224314219019,4.775328074073133,0.3404330402535512,9.96464792115551,28.112795781369993,13.013868777324836,54.57039104574219,78.6132359063893,17.0148478088315,13.898259369917072,5.653252705057496,2.6763638748838527,2.494625865261815,9.511339930259494,97.43035070850088,32.50823730194943,14.725374571536475,643.8942305663838,12.281765678446158,87.20933286967266,231.41594255014945,44.07158830463824,9.326349434867891,7.212462132671203,217.82078933186727,26.775383950901823,57.83267165981437,3.0617291298188034,29.22969880339468,98.93338488938085,33.44921606577114
SPOT_00_26,109.4277744822298,6.189689811337049,15.007582077613025,19.108220782653955,23.452137707864356,825.0521653122532,12.310517304198166,96.7846797570582,283.66362480348437,54.10045560281157,18.040398562773543,4.494169148650978,4.280144981776796,1.2727490551215916,21.734868779376708,16.52049676256467,108.08425303080378,12.263316310574078,21.33173092183557,32.05069980173125,58.22137075488099,76.03028179854103,42.53953828625074,4.487469558028082,460.9507658704185,70.43262193328489,1562.1664437194158,23.49966568973053,24.99376378610415,1151.970679278171,76.82203098274564
SPOT_00_27,48.78623870131833,9.037380186337144,2.5990391711515763,20.750975061353937,4.293070795738204,298.3609070273701,27.16110733443341,138.58222533111075,4.420676058863354,9.810741223815208,50.12390767511047,4.647401734072962,15.598509779344356,403.7186366980616,13.107987274323104,3.1106260176113936,0.7833033567846188,2.8665679496959737,86.05690458939199,10.902456914727212,572.3893779130277,234.10404232617807,488.49262317363866,78.11682281394347,617.4998927794351,49.87926341145519,199.2807838983508,79.98654316524863,93.11066407198362,3.263062721464452,15.255833780704958
SPOT_00_28,21.18691443032152,22.481567834917715,5.339320889580805,453.1004311492693,20.83231058386079,4.577089017869064,252.51922890405604,190.63253016544527,21.548383107879975,2.2170221468710007,14.901414712186488,2.679864413898561,45.213557567442486,9.65504119966645,19.632877130622152,383.25514352244727,9.825234348209651,28.03062960156292,100.37816226418462,78.26969346359311,14.3146446364451,12.01889707222402,12.00298150408077,47.721955056943585,1604.070591498176,144.51382339598737,5.315012466311652,115.1379014959617,34.696173107401634,26.150751430901668,2.57943886408565
SPOT_00_29,14.62962187093318,50.184688819106995,3.5450773622024205,48.73447059471568,17.58677515185659,9.800003378581224,6.874042971549809,6.472509819993008,29.294039080079465,29.695296673201018,7.325860719283067,2.9115819418665,0.3946625805814053,40.4519696119049,77.26484968221695,31.083373622913765,484.1416885232667,9.16213020534932,220.9147385127053,5.508834574451186,5.467660129722017,18.50403555319893,344.2047935539951,20.93453466094768,23.78432998142452,837.2519812190934,194.1137293466739,45.19843230849516,6.225579241525659,20.37407245019021,3.2646246763612345
SPOT_01_00,470.7910738830894,98.88262547885849,15.908817664416306,93.85659980067732,11.288595742596424,143.9550604794267,9.043783059769105,16.616671588594933,4.901268250708437,45.9810577101702,33.22638394782833,166.70433726837845,6.1324750373293035,38.50916678367344,158.08126655552962,1476.6689353417344,20.094862422737233,17.463329538079673,34.029293664174524,128.34740392220874,151.0776830664803,15.69308467094113,127.62887792470144,14.218276644361524,616.7595220030257,431.4105955407064,118.33496655153522,6.836652226106943,115.55172654542532,286.9857722255249,45.384967754672026
SPOT_01_01,13.189667673886158,4.419434410372863,73.88277161934863,24.28986601704783,19.802552916394124,96.35991829173084,2.9367839812297554,2.5969394710583797,6.352631491615555,64.73231787873912,36.197694528582375,43.022877031975554,162.36670920935012,36.594364920798526,357.49974016954894,120.29212495637408,16.05080840807576,12.130840891714476,27.03712056053,50.147497467919024,16.032461031959482,34.26613704175841,80.40850721515577,7.136874350599206,991.865942962164,302.44924392171646,2997.0855860181614,16.996656267378082,15.222208722638111,5.589382797902072,2.4127942346786284
SPOT_01_02,126.48573136493428,194.76131516875768,24.172616162329803,9.064553951028904,13.673362497258733,166.1245567684043,3.2270335740219633,44.017520353823535,130.04089927130525,49.63341046097772,0.3093380046765822,56.42324826834223,65.47252476315194,161.7272044740309,267.69818487929535,188.7823777414933,14.776687445283557,1.7472455764488222,822.2570646774695,18.46325300866533,26.442058757403796,158.50736222380894,6.97345887286663,1.6452554612956074,141.74537647440476,70.77936308012671,27.958704050015275,15.051310801099085,12.493057987867404,1.2453873620257274,17.890089957940063
SPOT_01_03,7.576460193494519,1.87733014859185,23.27932757389953,18.45768144264674,5.9750989500166805,108.9888564966961,27.109353979849335,6.9566823554548,2.0543272691867296,36.12085077726649,37.91326493899271,8.016704955134731,15.229451945723357,150.66724705164694,74.10535152239864,0.537730500214316,6.824051243550817,10.406253910848482,20.948472914598515,33.151167127359386,36.52611235525488,21.400727875434747,31.75029010521644,111.66645965679058,272.21827325709495,29.689608071144825,246.99568698157736,19.39990128733678,0.7058517186388762,23.403931858814975,5.746198690663084
SPOT_01_04,111.49067970386916,38.54614153123453,2.9387119252729508,111.75352085944324,233.19439163413136,20.37543867442237,14.620319863566165,79.75157780752643,186.2677722711813,2.1438073281481573,3.956097063342951,7.577974071194396,9.004393678888553,36.95480068083895,131.0446346329241,101.302883822419,2.057770881330327,7.209895503632689,5.102053303467434,8.567045904219025,6.390348793379959,21.764148023356544,43.81916306803029,11.885219471736486,158.76662647245143,95.4921331750554,132.5217393165316,336.3699766577682,68.51980479614582,17.56099477784954,16.46384351475039
SPOT_01_05,35.9235116572267,3.8387256061452057,28.190429024302308,53.48386009858926,37.141864106305455,3.735962754693008,7.249949518645727,1.211856478891997,42.86396975338941,484.76731624564104,4.959209532862448,127.62125678326016,289.0004342465064,10.601395640577726,19.43181133834511,33.02154271700642,60.34253556563622,21.660594960821907,15.7074857693841,80.11902118047384,8.138914159486172,37.81205988960633,28.5000209859613,1.200918483201956,1234.661131063512,89.87540467085647,1709.757556646625,157.64347582890724,27.704606915081698,51.23096927743037,83.70159011925973
